id,target
5,0.41723756940021123
7,0.32563722515424953
9,0.31674546622472466
11,0.12041068305947845
14,0.28809519573442005
15,0.20107281993263174
19,0.11463557511070536
21,0.1529987835924394
25,0.3749936052321465
29,0.1715314596570149
32,0.5636665548169171
34,0.10720137133849902
36,0.20354698639908947
39,0.6025247645912584
44,0.12747169779819392
47,0.10620336912126314
49,0.3884707227322459
53,0.6736832525968667
56,0.2342159952640682
57,0.24741188400170075
60,0.14206040349173477
63,0.6365516398776022
64,0.09120241049466826
66,0.17420593498437953
69,0.131942776970645
71,0.4297381576603421
72,0.4113790248532035
74,0.24768971537286624
77,0.14804190338954565
81,0.17190423839066285
84,0.5450361686880209
86,0.07723040273412167
88,0.24668852020164714
89,0.4452334358750963
90,0.09482134310284966
94,0.5472920151209922
99,0.30354664401625087
110,0.17179323774157826
111,0.22488662143780405
113,0.3434100813183345
117,0.18894544880680642
119,0.2340156719047463
125,0.2590883871838423
127,0.06475884099767937
131,0.18504636895605311
135,0.23723102698693882
136,0.07111866255898999
138,0.13150937557796244
145,0.8242781660766372
148,0.4858972125265704
150,0.10436420965891037
151,0.708029112686604
155,0.6301847352290497
160,0.8295091502944988
165,0.14386690010506822
169,0.7402221601052451
177,0.1495696382066795
184,0.10422366636060178
188,0.7065100588305271
190,0.21669358740227868
191,0.07121596169504724
193,0.10901007411425646
194,0.10191544859303807
195,0.03817859846415181
197,0.10923739319585243
202,0.25779361671231804
203,0.7535119962575624
206,0.43568916278834624
208,0.19150380906452538
212,0.6508014798429813
214,0.5609033769323968
216,0.36641296768573955
218,0.6514903087875937
219,0.8148167597341158
220,0.4655818139068303
222,0.634252134067815
223,0.3796828084663281
231,0.06861070739666937
238,0.20784466456693537
241,0.3772452715156254
244,0.08699639731175536
247,0.15038898201127904
249,0.07333293556718355
251,0.19854507233976137
252,0.12066377547888556
253,0.5586600823340989
257,0.10441935309886573
259,0.16825727256912967
266,0.718442147052685
268,0.08267702608149652
274,0.6330704081686547
277,0.16611248380940905
280,0.07991732125747139
281,0.7691074414051908
283,0.3438078844342739
284,0.671916737455577
286,0.15452659771857255
287,0.0957625904910919
288,0.5623384769052229
291,0.10527350599403239
295,0.794712793079872
298,0.09676327690665856
299,0.06998967991759465
300,0.407995770217728
301,0.20768640493107388
303,0.8047419270347701
304,0.5908429029232605
306,0.15560540846578114
310,0.040754034841230295
325,0.07951617294095324
328,0.07626813632665894
332,0.4409305085695986
334,0.5520904389026643
337,0.0976106356424915
339,0.45886035283887383
354,0.5583797179215062
357,0.15935968965932984
359,0.26493804765825535
360,0.07273051238173799
361,0.3152989563865566
362,0.081672461108932
363,0.16774202486890696
366,0.6371547943507025
371,0.13052566560544698
375,0.05215525517237273
376,0.22664834023353272
378,0.6934188635140421
380,0.23304505171418408
382,0.4617796432956631
384,0.09457161526989685
385,0.10913597139493313
387,0.39768783324651746
400,0.1811219465301371
403,0.12215073640035438
409,0.3887110437497728
412,0.3137947741099163
414,0.6007682131188478
416,0.21009098431362475
417,0.13587828408685376
424,0.2058422586465335
428,0.08714768805739194
429,0.27801433987755003
432,0.3708461371149707
438,0.1377770951774421
439,0.11265886261720603
441,0.7377972404962663
444,0.22611530124812143
445,0.3554117449334519
446,0.5896505874984703
447,0.11328644165180839
456,0.6782189538890621
463,0.13226410549663378
466,0.4336337777247464
468,0.6151554510668841
470,0.15892233581095402
473,0.1067585123993299
478,0.15160381435451675
479,0.10770385525682451
483,0.425712552009745
487,0.4571706337538283
494,0.5711494980156661
495,0.6520222464751624
499,0.23677047863311232
503,0.2699083258051863
505,0.6094024761032328
506,0.2589086922378225
507,0.5374502848258071
509,0.11506186483418405
512,0.168965308388409
517,0.24339770007414213
519,0.40242924267074676
520,0.15514325813050947
522,0.17587024444208013
524,0.4292291357864747
526,0.24040734331099475
537,0.22828353005318533
540,0.596716881007545
541,0.06362556283120455
547,0.8571053557707091
548,0.3437677503669552
549,0.24192889865978362
553,0.15683680718165782
555,0.6298741681754839
556,0.5424672182493263
559,0.10438966917283056
561,0.14150022660545553
564,0.9431390090385282
567,0.2120545332578367
572,0.08918043089952547
576,0.08751400016304402
577,0.4195244602608569
578,0.32582950565273616
583,0.19419208676532776
588,0.07052329922938173
591,0.12836035192549997
593,0.7157489927834719
595,0.32464032715921004
597,0.6222359304202196
600,0.10870348774960728
602,0.574026504002453
604,0.21507007740742312
606,0.06808942526429122
607,0.5752888739799523
611,0.08996255602033469
621,0.07962784642275542
632,0.13544708502621824
634,0.6576940286285986
637,0.2540075525391875
638,0.5345140555460203
639,0.6783497939528893
642,0.08990059749982758
643,0.6694999255981726
645,0.1591004089740322
646,0.4122665012147317
648,0.11395661324123856
651,0.18396557797655994
655,0.09990492730590918
658,0.12528863939822035
659,0.08354895047335113
660,0.06315657408187283
662,0.24994997511264438
663,0.23838083001745744
664,0.48532584673713064
667,0.2616085737205486
668,0.17813881261786763
673,0.09125297721796674
674,0.5579315237327692
675,0.7060091304408833
676,0.23349904669366808
678,0.08385811822971258
680,0.11489839047691179
681,0.6522260891166327
685,0.06988601930385405
687,0.13852764551689975
690,0.5553173828934914
691,0.12746283232172137
693,0.5747000007109352
694,0.08105214267392982
696,0.05485442133825816
698,0.08236385025316507
700,0.7285870301059856
701,0.6812062954772516
702,0.06912446543888386
709,0.5222255668480381
711,0.13252043299853944
713,0.25567105237559784
717,0.5304303598936827
718,0.3746388728156513
728,0.11425500191465533
746,0.10327430509952817
749,0.16155352896351638
750,0.13490669745253833
755,0.16206605577085237
758,0.1403711733914593
762,0.5742662985424135
763,0.1249048061626355
766,0.17711023025733577
768,0.15780575994630433
772,0.7554472547471186
775,0.8576193099356166
779,0.22188956685464237
785,0.41404361624102043
794,0.07060779850268871
797,0.10556688664592437
801,0.08935313938593074
802,0.4289320768753984
804,0.15495166789435721
806,0.387760647355911
810,0.5762235949138921
814,0.6094045789097738
816,0.791977271967463
818,0.08458635749021517
820,0.11843388003575506
822,0.842523266747971
824,0.335233301052375
825,0.5499979052305429
827,0.07752929595650371
831,0.09717119261201919
833,0.229707672539771
835,0.6613825778064452
841,0.17211033921919322
845,0.1972529230456135
847,0.10477669083688289
858,0.532079706892404
859,0.17547687930380562
860,0.15548365815456489
863,0.16380076603533172
865,0.15795988946779135
869,0.07206238673722112
870,0.2898264957084124
873,0.6907934009574813
876,0.28811224227347304
883,0.8586682684105899
884,0.18442505057358252
885,0.7814398803089442
888,0.19834917894876275
889,0.13389414415804188
893,0.061146768394785965
900,0.19144879369082424
907,0.13810650915717118
910,0.10589166842708068
911,0.13878198281255172
913,0.09448229984233705
922,0.6516878569503132
923,0.25182184747989245
927,0.33057021186024804
929,0.06077083808533998
933,0.09315419297494318
934,0.12083676189430818
935,0.05168624180801107
940,0.09967658363698408
942,0.4827889328078641
953,0.6881593197334099
958,0.3115010516339065
960,0.06317730767145496
961,0.3176578326978323
962,0.06511135059989301
963,0.11715518944673098
966,0.5102903035696562
968,0.2383953439327533
985,0.6135371637038739
986,0.17385476907196862
994,0.3620623208955335
998,0.11891751297030452
1002,0.23639100476223207
1009,0.11875988901283031
1011,0.30169502694036937
1020,0.339911812702802
1022,0.44423003155348206
1025,0.11118544598490654
1030,0.44375668126176965
1036,0.0607465330815477
1037,0.3584276826840423
1038,0.2567860579792679
1046,0.19207839555949047
1056,0.19322507484001827
1058,0.14727008654643214
1063,0.220227473497392
1068,0.28572530011557307
1069,0.10343451757419446
1071,0.09968453700721316
1081,0.3917979611755285
1083,0.5425262414775055
1087,0.08426317627189596
1089,0.07768676421490918
1091,0.7764653307347498
1092,0.1753590134471512
1098,0.05348145829902291
1101,0.6374514965909527
1102,0.19503144094070157
1106,0.2805955031107526
1110,0.14951430888429995
1111,0.5678686194055981
1115,0.1792647378592197
1118,0.11723365137758689
1123,0.14610793697010696
1128,0.14749420473015631
1130,0.08899794132524474
1134,0.39805834126109113
1135,0.2141704872335071
1136,0.27417905833965717
1139,0.11646756180680695
1147,0.34328792848582723
1154,0.47107087783900387
1155,0.7002687094703489
1163,0.31843787890129505
1168,0.17865256340072375
1169,0.25239718329047495
1179,0.09461169595947332
1188,0.06984751671312293
1189,0.20534981015337986
1191,0.35306562685876947
1192,0.02520076047520333
1195,0.19609602618069372
1196,0.29119301300183525
1204,0.6631389784717828
1210,0.6887887160449978
1211,0.6878387920271377
1212,0.32914182832473754
1215,0.18727906316248824
1219,0.19788955883951595
1225,0.3211706595187374
1226,0.5243894769491064
1228,0.21757211028719856
1237,0.2736280778190029
1240,0.7356605337575549
1242,0.11940704330240944
1247,0.48900839619666187
1251,0.20109084818383768
1252,0.18849004237435313
1253,0.3475842124986055
1255,0.47401153832115933
1256,0.1954366431255211
1258,0.093641686729888
1262,0.04877285573519983
1267,0.21390138407263018
1277,0.1332853875113944
1279,0.6354651990801817
1286,0.049492480235978575
1291,0.647828358952101
1292,0.43649105465612914
1295,0.19312504823226342
1297,0.1741372406399307
1299,0.2879200381414317
1300,0.6647367245508979
1303,0.1397148573915157
1306,0.16452088313722835
1308,0.2609135181866064
1310,0.5298817783123613
1314,0.14655472130093164
1316,0.30172428506889426
1317,0.49807198254938817
1319,0.5568009220375195
1320,0.42463103344490705
1323,0.7517496991072112
1328,0.1541069697511497
1329,0.7531688479171365
1331,0.09667463310718619
1345,0.06736862947978564
1349,0.8009648615334509
1353,0.1320520442820916
